OBS,Latitude,Longitude,july_min,jan_max,prec,evap,soil,wind
DEL96032601,-33.70183333,25.28833333,2.58,42.57,511.52,0.16,0.41,3.06
DEL96032602,-33.7,25.28866667,2.58,42.57,511.52,0.16,0.41,3.06
DEL96032603,-33.69616667,25.29166667,2.58,42.57,511.52,0.16,0.41,3.06
DEL96032604,-33.69166667,25.292,2.58,42.57,511.52,0.16,0.41,3.06
DEL96032605,-33.68783333,25.29166667,2.58,42.57,511.52,0.16,0.41,3.06
DEL96032606,-33.68383333,25.29,2.58,42.57,511.52,0.16,0.41,3.06
DEL96032607,-33.68,25.28783333,2.58,42.57,511.52,0.16,0.41,3.06
SHR96042802,-33.45633333,19.09433333,0.23,36.51,527.34,0.21,0.47,3.48
SHR96042803,-33.45683333,19.0915,0.23,36.51,527.34,0.21,0.47,3.48
AWA96041701,-33.8515,22.25883333,7.26,30.83,348.05,0.08,0.43,2.07
AWA96041702,-33.85233333,22.25783333,7.26,30.83,348.05,0.08,0.43,2.07
AWA96041101,-33.3455,22.154,0.71,40,390.23,0.05,0.45,3.94
AWA96041103,-33.3595,22.15883333,0.71,40,390.23,0.05,0.45,3.94
SMR96041701,-33.92033333,19.093,1.57,36.73,458.79,0.16,0.45,3.73
MCG96041001,-33.98733333,24.15316667,6.64,35.12,427.15,0.16,0.44,2.84
NSC96031419,-34.00366667,24.25783333,6.64,35.12,427.15,0.16,0.44,2.84
NSC96012001,-32.49733333,19.15416667,-0.63,37.38,474.61,0.11,0.48,3.89
WIJ96042004,-33.755,19.12,1.57,36.73,458.79,0.16,0.45,3.73
AGR96042801,-33.4495,19.078,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042802,-33.45033333,19.08233333,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042803,-33.45033333,19.085,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042804,-33.45066667,19.08866667,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042805,-33.45133333,19.092,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042806,-33.46216667,19.09566667,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042807,-33.46666667,19.099,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042808,-33.47066667,19.099,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042811,-33.46433333,19.092,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042812,-33.46133333,19.092,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042813,-33.45783333,19.09116667,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042814,-33.4545,19.08866667,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042815,-33.45583333,19.08716667,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042816,-33.45416667,19.085,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042817,-33.45233333,19.08333333,0.23,36.51,527.34,0.21,0.47,3.48
AGR96042818,-33.45266667,19.079,0.23,36.51,527.34,0.21,0.47,3.48
AGR96050208,-34.087,18.449,6.06,33.55,506.25,0.19,0.45,3.49
AGR96051004,-33.6315,18.9505,3.84,37.94,516.8,0.22,0.42,3.4
CHE96050202,-34.20683333,18.4555,6.06,33.55,506.25,0.19,0.45,3.49
CRS96032601,-34.3315,19.036,10.17,24.48,474.61,0.22,0.42,3.61
CRS96040901,-34.329,18.99166667,10.17,24.48,474.61,0.22,0.42,3.61
DOA96031601,-33.9135,21.05316667,2.65,37.4,326.95,0.03,0.41,4.69
DOA96031602,-33.927,21.06666667,2.65,37.4,326.95,0.03,0.41,4.69
DOA96031603,-33.93466667,21.07366667,2.65,37.4,326.95,0.03,0.41,4.69
FEA96050401,-34.3125,18.99166667,10.17,24.48,474.61,0.22,0.42,3.61
FEA96050501,-34.3,18.945,10.17,24.48,474.61,0.22,0.42,3.61
WIJ96042003,-33.75166667,19.12166667,1.57,36.73,458.79,0.16,0.45,3.73
LYM96050102,-32.718,18.63116667,1.84,38.63,379.69,0.15,0.41,3.65
LYM96050104,-32.72566667,18.6365,1.84,38.63,379.69,0.15,0.41,3.65
LYM96050206,-32.73866667,18.649,1.84,38.63,379.69,0.15,0.41,3.65
NGF96050102,-32.72066667,18.64166667,1.84,38.63,379.69,0.15,0.41,3.65
NGF96050104,-32.7215,18.63333333,1.84,38.63,379.69,0.15,0.41,3.65
NGF96050105,-32.72766667,18.643,1.84,38.63,379.69,0.15,0.41,3.65
VJK96050501,-33.9215,20.48166667,2.62,36.51,290.04,0.03,0.41,4.58
VJK96050502,-33.92066667,20.47683333,2.62,36.51,290.04,0.03,0.41,4.58
VJK96050503,-33.92066667,20.468,2.62,36.51,290.04,0.03,0.41,4.58
VJK96050504,-33.91716667,20.46,2.62,36.51,290.04,0.03,0.41,4.58
VJK96050505,-33.91083333,20.45583333,2.62,36.51,290.04,0.03,0.41,4.58
VJK96050506,-33.91266667,20.46666667,2.62,36.51,290.04,0.03,0.41,4.58
VJK96050507,-33.91933333,20.464,2.62,36.51,290.04,0.03,0.41,4.58
AJT96050311,-33.87616667,25.042,8.8,34.44,421.88,0.15,0.43,2.87
AJT96050116,-34.254,21.498,10.11,26.65,200.39,0.02,0.31,4.6
NSC96021403,-33.61166667,18.80483333,3.84,37.94,516.8,0.22,0.42,3.4
PVR96050808,-34.03216667,18.87633333,6.06,33.55,506.25,0.19,0.45,3.49
PVR96050810,-34.0375,18.86766667,6.06,33.55,506.25,0.19,0.45,3.49
PVR96050811,-34.0375,18.8635,6.06,33.55,506.25,0.19,0.45,3.49
PVR96051201,-33.89733333,19.1575,1.57,36.73,458.79,0.16,0.45,3.73
PVR96051202,-33.89516667,19.15966667,1.57,36.73,458.79,0.16,0.45,3.73
PVR96051203,-33.89016667,19.15916667,1.57,36.73,458.79,0.16,0.45,3.73
PVR96051204,-33.8865,19.16016667,1.57,36.73,458.79,0.16,0.45,3.73
PVR96051205,-33.88166667,19.16266667,1.57,36.73,458.79,0.16,0.45,3.73
PVR96051206,-33.87766667,19.16266667,1.57,36.73,458.79,0.16,0.45,3.73
WIJ96050306,-32.56166667,19.225,-0.63,37.38,474.61,0.11,0.48,3.89
WIJ96050307,-32.56166667,19.21833333,-0.63,37.38,474.61,0.11,0.48,3.89
WIJ96050308,-32.565,19.20333333,-0.63,37.38,474.61,0.11,0.48,3.89
WIJ96050309,-32.56666667,19.205,-0.63,37.38,474.61,0.11,0.48,3.89
WIJ96050502,-32.405,19.10833333,-0.63,37.38,474.61,0.11,0.48,3.89
WIJ96050507,-32.62666667,19.155,-0.63,37.38,474.61,0.11,0.48,3.89
AGR96052201,-34.29766667,19.142,6.87,29.51,363.87,0.14,0.41,3.67
AGR96052207,-34.30766667,19.20616667,6.87,29.51,363.87,0.14,0.41,3.67
AGR96052208,-34.30366667,19.20283333,6.87,29.51,363.87,0.14,0.41,3.67
AGR96052209,-34.3,19.19783333,6.87,29.51,363.87,0.14,0.41,3.67
CNR96031102,-34.20916667,18.39616667,11.12,25.9,374.41,0.22,0.34,3.64
CNR96031103,-34.22666667,18.40333333,11.12,25.9,374.41,0.22,0.34,3.64
DOA96050601,-33.71583333,21.91666667,0.71,40,390.23,0.05,0.45,3.94
DOA96050606,-33.72366667,21.93333333,0.71,40,390.23,0.05,0.45,3.94
DOA96050612,-33.73666667,21.92683333,0.71,40,390.23,0.05,0.45,3.94
DOA96050613,-33.74016667,21.9225,0.71,40,390.23,0.05,0.45,3.94
DOA96050614,-33.7415,21.9275,0.71,40,390.23,0.05,0.45,3.94
DOA96050616,-33.74016667,21.91666667,0.71,40,390.23,0.05,0.45,3.94
DOA96050617,-33.7415,21.91283333,0.71,40,390.23,0.05,0.45,3.94
DOA96050618,-33.74166667,21.9075,0.71,40,390.23,0.05,0.45,3.94
FEA96051201,-34.32216667,18.96666667,10.17,24.48,474.61,0.22,0.42,3.61
OUT96050308,-33.935,21.519,2.65,37.4,326.95,0.03,0.41,4.69
PCJ96030902,-33.503,20.658,0.23,37.73,300.59,0.03,0.43,4.14
PCJ96030903,-33.50216667,20.6855,0.23,37.73,300.59,0.03,0.43,4.14
ROO96050701,-33.7265,21.86883333,0.71,40,390.23,0.05,0.45,3.94
ROO96050702,-33.73066667,21.86566667,0.71,40,390.23,0.05,0.45,3.94
ROO96050703,-33.73283333,21.8635,0.71,40,390.23,0.05,0.45,3.94
ROO96050704,-33.71666667,21.86083333,0.71,40,390.23,0.05,0.45,3.94
ROO96050705,-33.73416667,21.8575,0.71,40,390.23,0.05,0.45,3.94
ROO96050706,-33.73283333,21.85266667,0.71,40,390.23,0.05,0.45,3.94
ROO96050707,-33.73066667,21.851,0.71,40,390.23,0.05,0.45,3.94
LYM96052203,-34.33966667,19.19516667,6.87,29.51,363.87,0.14,0.41,3.67
ROO96050801,-33.7265,21.85183333,0.71,40,390.23,0.05,0.45,3.94
ROO96050802,-33.7225,21.84783333,0.71,40,390.23,0.05,0.45,3.94
ROO96050803,-33.71916667,21.8505,0.71,40,390.23,0.05,0.45,3.94
ROO96050804,-33.7185,21.85383333,0.71,40,390.23,0.05,0.45,3.94
ROO96050805,-33.731,21.8775,0.71,40,390.23,0.05,0.45,3.94
ROO96050806,-33.7305,21.87466667,0.71,40,390.23,0.05,0.45,3.94
ROO96050807,-33.737,21.87633333,0.71,40,390.23,0.05,0.45,3.94
ROO96050808,-33.74016667,21.8775,0.71,40,390.23,0.05,0.45,3.94
ROO96050809,-33.73866667,21.88233333,0.71,40,390.23,0.05,0.45,3.94
ROO96050810,-33.74066667,21.89033333,0.71,40,390.23,0.05,0.45,3.94
ROO96050811,-33.7405,21.893,0.71,40,390.23,0.05,0.45,3.94
ROO96050812,-33.73966667,21.89966667,0.71,40,390.23,0.05,0.45,3.94
ROO96050813,-33.738,21.92633333,0.71,40,390.23,0.05,0.45,3.94
ROO96051401,-33.44733333,21.27683333,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051402,-33.44416667,21.27166667,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051403,-33.4415,21.26883333,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051404,-33.44016667,21.26983333,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051405,-33.437,21.271,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051407,-33.4325,21.269,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051408,-33.42966667,21.26883333,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051409,-33.428,21.26616667,0.3,39.56,374.41,0.05,0.41,4.09
ROO96051410,-33.42516667,21.26766667,0.3,39.56,374.41,0.05,0.41,4.09
SEC96051401,-34.31666667,18.82666667,10.17,24.48,474.61,0.22,0.42,3.61
SEC96051402,-34.32783333,18.82666667,10.17,24.48,474.61,0.22,0.42,3.61
TOW96021601,-33.45583333,21.27316667,0.3,39.56,374.41,0.05,0.41,4.09
TOW96050601,-33.7235,21.92633333,0.71,40,390.23,0.05,0.45,3.94
TOW96050604,-33.7325,21.94033333,0.71,40,390.23,0.05,0.45,3.94
TOW96050605,-33.72433333,21.94266667,0.71,40,390.23,0.05,0.45,3.94
TOW96050606,-33.73666667,21.93016667,0.71,40,390.23,0.05,0.45,3.94
TOW96050701,-33.73466667,21.90033333,0.71,40,390.23,0.05,0.45,3.94
TOW96050702,-33.73333333,21.89683333,0.71,40,390.23,0.05,0.45,3.94
TOW96050703,-33.73333333,21.893,0.71,40,390.23,0.05,0.45,3.94
TOW96050705,-33.73516667,21.88283333,0.71,40,390.23,0.05,0.45,3.94
TOW96050706,-33.73333333,21.878,0.71,40,390.23,0.05,0.45,3.94
TOW96050707,-33.731,21.8795,0.71,40,390.23,0.05,0.45,3.94
TOW96050708,-33.73083333,21.87466667,0.71,40,390.23,0.05,0.45,3.94
TOW96050709,-33.7315,21.857,0.71,40,390.23,0.05,0.45,3.94
TOW96050710,-33.73466667,21.85583333,0.71,40,390.23,0.05,0.45,3.94
TOW96050801,-33.71433333,21.84583333,0.71,40,390.23,0.05,0.45,3.94
TOW96050802,-33.71166667,21.84683333,0.71,40,390.23,0.05,0.45,3.94
TOW96050803,-33.71216667,21.83983333,0.71,40,390.23,0.05,0.45,3.94
TOW96050805,-33.72933333,21.86133333,0.71,40,390.23,0.05,0.45,3.94
TOW96050806,-33.7265,21.85583333,0.71,40,390.23,0.05,0.45,3.94
TOW96050807,-33.723,21.86133333,0.71,40,390.23,0.05,0.45,3.94
TOW96051402,-33.44416667,21.27483333,0.3,39.56,374.41,0.05,0.41,4.09
TOW96051403,-33.4415,21.2775,0.3,39.56,374.41,0.05,0.41,4.09
TOW96051404,-33.44016667,21.27416667,0.3,39.56,374.41,0.05,0.41,4.09
TOW96051405,-33.43783333,21.2725,0.3,39.56,374.41,0.05,0.41,4.09
TOW96051406,-33.43516667,21.27583333,0.3,39.56,374.41,0.05,0.41,4.09
TOW96051407,-33.43383333,21.27316667,0.3,39.56,374.41,0.05,0.41,4.09
TOW96051408,-33.431,21.27466667,0.3,39.56,374.41,0.05,0.41,4.09
TOW96051409,-33.42833333,21.27583333,0.3,39.56,374.41,0.05,0.41,4.09
VJK96051901,-33.9445,20.53683333,2.62,36.51,290.04,0.03,0.41,4.58
VJK96051902,-33.94866667,20.53866667,2.62,36.51,290.04,0.03,0.41,4.58
VJK96051903,-33.94916667,20.53266667,2.62,36.51,290.04,0.03,0.41,4.58
VJK96051904,-33.9445,20.53216667,2.62,36.51,290.04,0.03,0.41,4.58
WIJ96042713,-33.46483333,19.06283333,0.23,36.51,527.34,0.21,0.47,3.48
WIJ96042801,-33.45416667,19.09416667,0.23,36.51,527.34,0.21,0.47,3.48
ROO96051406,-33.43466667,21.2685,0.3,39.56,374.41,0.05,0.41,4.09
WIJ96042802,-33.46433333,19.09833333,0.23,36.51,527.34,0.21,0.47,3.48
MCG96043005,-34.05133333,24.46016667,6.64,35.12,427.15,0.16,0.44,2.84
WIJ96052502,-34.22666667,19.14583333,1.57,36.73,458.79,0.16,0.45,3.73
WIJ96052503,-34.21683333,19.13166667,1.57,36.73,458.79,0.16,0.45,3.73
WIJ96052504,-34.21333333,19.12916667,1.57,36.73,458.79,0.16,0.45,3.73
HCE96051202,-34.0395,18.86566667,6.06,33.55,506.25,0.19,0.45,3.49
HCE96051203,-34.03716667,18.86616667,6.06,33.55,506.25,0.19,0.45,3.49
HCE96050402,-34.00616667,19.536,1.57,36.73,458.79,0.16,0.45,3.73
HCE96050404,-33.99233333,19.5275,1.57,36.73,458.79,0.16,0.45,3.73
HCE96050405,-33.9815,19.54566667,1.57,36.73,458.79,0.16,0.45,3.73
HCE96050501,-33.99283333,19.58016667,1.57,36.73,458.79,0.16,0.45,3.73
HCE96050502,-33.9965,19.58816667,1.57,36.73,458.79,0.16,0.45,3.73
HCE96050503,-34.00133333,19.58166667,1.57,36.73,458.79,0.16,0.45,3.73
HCE96050506,-34.01033333,19.57366667,1.57,36.73,458.79,0.16,0.45,3.73
HCE96050507,-34.027,19.56083333,1.57,36.73,458.79,0.16,0.45,3.73
LYM96053002,-33.32616667,18.23383333,9.37,27.08,337.5,0.15,0.39,3.65
LYM96053003,-33.30983333,18.22583333,9.37,27.08,337.5,0.15,0.39,3.65
DFJ96052501,-33.97,25.57166667,10.15,32.73,495.7,0.19,0.41,4.16
SMR96052201,-34.33966667,19.19683333,6.87,29.51,363.87,0.14,0.41,3.67
SMR96052203,-34.31983333,19.2,6.87,29.51,363.87,0.14,0.41,3.67
SMR96052204,-34.30983333,19.19516667,6.87,29.51,363.87,0.14,0.41,3.67
NSC96052514,-32.91983333,19.11616667,-1.39,35.69,564.26,0.2,0.49,3.73
NSC96052517,-32.895,19.0505,2.38,39.8,500.98,0.19,0.41,3.66
AGR96053005,-33.30316667,18.22366667,9.37,27.08,337.5,0.15,0.39,3.65
AGR96052518,-32.89233333,19.051,2.38,39.8,500.98,0.19,0.41,3.66
CHE96052201,-34.34283333,19.19433333,6.87,29.51,363.87,0.14,0.41,3.67
CHE96052205,-34.30533333,19.19366667,6.87,29.51,363.87,0.14,0.41,3.67
HCE96053001,-33.33016667,18.236,9.37,27.08,337.5,0.15,0.39,3.65
HCE96053003,-33.31933333,18.2285,9.37,27.08,337.5,0.15,0.39,3.65
QTS96052101,-33.71433333,25.289,2.58,42.57,511.52,0.16,0.41,3.06
VJK96052602,-33.95233333,20.536,2.62,36.51,290.04,0.03,0.41,4.58
VJK96052603,-33.94766667,20.5365,2.62,36.51,290.04,0.03,0.41,4.58
VJK96052604,-33.94683333,20.53333333,2.62,36.51,290.04,0.03,0.41,4.58
LYM96050801,-34.231,19.18066667,1.57,36.73,458.79,0.16,0.45,3.73
LYM96050802,-34.23833333,19.18333333,1.57,36.73,458.79,0.16,0.45,3.73
LYM96051401,-34.31083333,18.8225,10.17,24.48,474.61,0.22,0.42,3.61
LYM96051402,-34.323,18.82716667,10.17,24.48,474.61,0.22,0.42,3.61
AGR96060101,-33.76266667,19.04083333,6.06,33.55,506.25,0.19,0.45,3.49
AGR96060310,-34.07116667,19.04133333,6.06,33.55,506.25,0.19,0.45,3.49
AGR96060504,-33.3235,20.67533333,0.23,37.73,300.59,0.03,0.43,4.14
AGR96060509,-33.31416667,20.69616667,0.23,37.73,300.59,0.03,0.43,4.14
AGR96060512,-33.32166667,20.70383333,0.23,37.73,300.59,0.03,0.43,4.14
AGR96060513,-33.32433333,20.70166667,0.23,37.73,300.59,0.03,0.43,4.14
AGR96060601,-33.51366667,20.607,0.23,37.73,300.59,0.03,0.43,4.14
AGR96060702,-33.34766667,20.4935,0.23,37.73,300.59,0.03,0.43,4.14
AGR96060703,-33.34933333,20.483,0.23,37.73,300.59,0.03,0.43,4.14
AKS96060801,-33.95,18.41666667,11.12,25.9,374.41,0.22,0.34,3.64
AKS96060802,-33.94466667,18.40416667,11.12,25.9,374.41,0.22,0.34,3.64
DFJ96060201,-33.72083333,25.27916667,2.58,42.57,511.52,0.16,0.41,3.06
DFJ96060801,-33.63333333,24.38416667,0.54,42.04,453.52,0.14,0.44,3.92
DFJ96060903,-33.64083333,24.45,0.54,42.04,453.52,0.14,0.44,3.92
HCE96060107,-34.1455,18.331,11.12,25.9,374.41,0.22,0.34,3.64
HCE96060504,-33.323,20.69083333,0.23,37.73,300.59,0.03,0.43,4.14
HCE96060702,-33.34816667,20.48816667,0.23,37.73,300.59,0.03,0.43,4.14
NGF96060801,-34.08933333,18.42316667,11.12,25.9,374.41,0.22,0.34,3.64
HCE96052201,-34.34633333,19.1935,6.87,29.51,363.87,0.14,0.41,3.67
HCE96052204,-34.3205,19.192,6.87,29.51,363.87,0.14,0.41,3.67
HCE96052205,-34.30983333,19.18983333,6.87,29.51,363.87,0.14,0.41,3.67
JPE96060601,-33.509,20.60483333,0.23,37.73,300.59,0.03,0.43,4.14
LWI96052302,-33.82616667,21.8775,4.23,35.73,305.86,0.03,0.41,4.22
LYM96060502,-33.32166667,20.67833333,0.23,37.73,300.59,0.03,0.43,4.14
MCG96060706,-33.63733333,24.45383333,0.54,42.04,453.52,0.14,0.44,3.92
MCG96060801,-33.62966667,24.39733333,0.54,42.04,453.52,0.14,0.44,3.92
MCG96060802,-33.628,24.39516667,0.54,42.04,453.52,0.14,0.44,3.92
NGF96061501,-33.7885,18.92083333,6.06,33.55,506.25,0.19,0.45,3.49
NGF96061502,-33.90533333,19.1565,1.57,36.73,458.79,0.16,0.45,3.73
NGF96061601,-33.78183333,18.9495,6.06,33.55,506.25,0.19,0.45,3.49
SHS96051401,-33.64466667,22.696,0.52,38.33,406.05,0.07,0.43,3.51
SHS96051402,-33.646,22.69566667,0.52,38.33,406.05,0.07,0.43,3.51
STN96060501,-33.32316667,20.67433333,0.23,37.73,300.59,0.03,0.43,4.14
VDW96052701,-33.27916667,19.315,0.23,36.51,527.34,0.21,0.47,3.48
VJK96060201,-33.92116667,20.522,2.62,36.51,290.04,0.03,0.41,4.58
VJK96060202,-33.92033333,20.52683333,2.62,36.51,290.04,0.03,0.41,4.58
VJK96060203,-33.91983333,20.53016667,2.62,36.51,290.04,0.03,0.41,4.58
VJK96060204,-33.92183333,20.5285,2.62,36.51,290.04,0.03,0.41,4.58
VJK96060205,-33.92166667,20.53166667,2.62,36.51,290.04,0.03,0.41,4.58
VJK96060206,-33.92516667,20.52466667,2.62,36.51,290.04,0.03,0.41,4.58
VJK96060207,-33.92033333,20.53716667,2.62,36.51,290.04,0.03,0.41,4.58
BMJ96061601,-33.62516667,24.38883333,0.54,42.04,453.52,0.14,0.44,3.92
NSC96062104,-34.04366667,18.86983333,6.06,33.55,506.25,0.19,0.45,3.49
NGF96062201,-34.3475,19.196,6.87,29.51,363.87,0.14,0.41,3.67
NGF96062202,-34.3425,19.20333333,6.87,29.51,363.87,0.14,0.41,3.67
NGF96062203,-34.3445,19.2045,6.87,29.51,363.87,0.14,0.41,3.67
NGF96062206,-34.23516667,19.30166667,1.57,36.73,458.79,0.16,0.45,3.73
WEL96031702,-34.432,19.63866667,6.87,29.51,363.87,0.14,0.41,3.67
WEL96031703,-34.43016667,19.6425,6.87,29.51,363.87,0.14,0.41,3.67
WEL96031705,-34.42383333,19.64733333,6.87,29.51,363.87,0.14,0.41,3.67
WEL96031706,-34.422,19.6495,6.87,29.51,363.87,0.14,0.41,3.67
WEL96031709,-34.42833333,19.635,6.87,29.51,363.87,0.14,0.41,3.67
WEL96031710,-34.42883333,19.629,6.87,29.51,363.87,0.14,0.41,3.67
WEL96051801,-33.9865,20.7135,2.62,36.51,290.04,0.03,0.41,4.58
WEL96051803,-33.945,20.70166667,2.62,36.51,290.04,0.03,0.41,4.58
WEL96051902,-33.43783333,21.01233333,0.3,39.56,374.41,0.05,0.41,4.09
WEL96051903,-33.44233333,21.01083333,0.3,39.56,374.41,0.05,0.41,4.09
WEL96051904,-33.44416667,21.0075,0.3,39.56,374.41,0.05,0.41,4.09
WEL96051906,-33.44766667,21.00316667,0.3,39.56,374.41,0.05,0.41,4.09
DOA96071404,-34.20716667,21.68433333,4.23,35.73,305.86,0.03,0.41,4.22
DOA96060601,-33.51216667,20.56283333,0.23,37.73,300.59,0.03,0.43,4.14
DOA96060602,-33.50816667,20.56133333,0.23,37.73,300.59,0.03,0.43,4.14
DOA96060603,-33.50766667,20.5585,0.23,37.73,300.59,0.03,0.43,4.14
DOA96060607,-33.51216667,20.5725,0.23,37.73,300.59,0.03,0.43,4.14
JID96070801,-33.94766667,18.44216667,6.06,33.55,506.25,0.19,0.45,3.49
LYM96062202,-34.34416667,19.199,6.87,29.51,363.87,0.14,0.41,3.67
LYM96062203,-34.33866667,19.21016667,6.87,29.51,363.87,0.14,0.41,3.67
LYM96062204,-34.34633333,19.20383333,6.87,29.51,363.87,0.14,0.41,3.67
LYM96070601,-34.31166667,19.40866667,6.87,29.51,363.87,0.14,0.41,3.67
LYM96070602,-34.313,19.39566667,6.87,29.51,363.87,0.14,0.41,3.67
LYM96070603,-34.31533333,19.3865,6.87,29.51,363.87,0.14,0.41,3.67
MCG96060803,-33.62483333,24.38933333,0.54,42.04,453.52,0.14,0.44,3.92
MCG96061501,-33.34466667,25.73816667,4.02,43.29,701.37,0.26,0.41,3.92
NAH96070701,-33.23733333,19.46933333,-1.39,35.69,564.26,0.2,0.49,3.73
NAH96071101,-34.37733333,20.54016667,8.98,29.13,237.3,0.02,0.37,4.33
PMR96061901,-33.82116667,23.85916667,8.42,29.69,390.23,0.17,0.44,2.8
PMR96061902,-33.8175,23.847,8.42,29.69,390.23,0.17,0.44,2.8
PMR96061903,-33.82116667,23.863,8.42,29.69,390.23,0.17,0.44,2.8
ROO96062102,-33.37066667,21.38016667,0.3,39.56,374.41,0.05,0.41,4.09
SHR96062204,-34.36166667,20.54833333,8.98,29.13,237.3,0.02,0.37,4.33
WIJ96062201,-34.40166667,19.18833333,6.87,29.51,363.87,0.14,0.41,3.67
WIJ96062202,-34.4025,19.185,6.87,29.51,363.87,0.14,0.41,3.67
WIJ96062203,-34.40583333,19.19,6.87,29.51,363.87,0.14,0.41,3.67
HCE96052508,-34.02516667,19.073,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052509,-34.02066667,19.07633333,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052511,-34.0185,19.08333333,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052512,-34.01166667,19.08866667,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052513,-34.007,19.09633333,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052514,-34.00633333,19.101,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052602,-34.01616667,19.1045,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052603,-34.0235,19.1,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052604,-34.04116667,19.09283333,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052606,-34.0595,19.0755,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052608,-34.063,19.06933333,1.57,36.73,458.79,0.16,0.45,3.73
HCE96052609,-34.06666667,19.069,1.57,36.73,458.79,0.16,0.45,3.73
HCE96062201,-33.99366667,18.96883333,6.06,33.55,506.25,0.19,0.45,3.49
HCE96062202,-33.991,18.9705,6.06,33.55,506.25,0.19,0.45,3.49
KLE96060601,-33.51166667,20.60583333,0.23,37.73,300.59,0.03,0.43,4.14
KLE96060501,-33.32483333,20.67683333,0.23,37.73,300.59,0.03,0.43,4.14
KLE96061401,-33.51716667,20.5415,0.23,37.73,300.59,0.03,0.43,4.14
KLE96061402,-33.51766667,20.53566667,0.23,37.73,300.59,0.03,0.43,4.14
KLE96061403,-33.51833333,20.53333333,0.23,37.73,300.59,0.03,0.43,4.14
NGF96063002,-34.31133333,19.41383333,6.87,29.51,363.87,0.14,0.41,3.67
NGF96063003,-34.314,19.41233333,6.87,29.51,363.87,0.14,0.41,3.67
NGF96063004,-34.318,19.40583333,6.87,29.51,363.87,0.14,0.41,3.67
NGF96070602,-34.312,19.40216667,6.87,29.51,363.87,0.14,0.41,3.67
NGF96070603,-34.31316667,19.424,6.87,29.51,363.87,0.14,0.41,3.67
NGF96070604,-34.315,19.398,6.87,29.51,363.87,0.14,0.41,3.67
NGF96070607,-34.3175,19.41383333,6.87,29.51,363.87,0.14,0.41,3.67
BMJ96071403,-33.56166667,24.78716667,2.58,42.57,511.52,0.16,0.41,3.06
BMJ96071405,-33.54416667,24.79583333,2.58,42.57,511.52,0.16,0.41,3.06
CVV96070901,-34.3275,18.86333333,10.17,24.48,474.61,0.22,0.42,3.61
DFJ96071501,-33.85,22.35,7.26,30.83,348.05,0.08,0.43,2.07
DOA96071401,-34.17483333,21.3785,2.65,37.4,326.95,0.03,0.41,4.69
DOA96071403,-34.20133333,21.65883333,4.23,35.73,305.86,0.03,0.41,4.22
DOA96071405,-34.20716667,21.68066667,4.23,35.73,305.86,0.03,0.41,4.22
DOA96071406,-34.21033333,21.68166667,4.23,35.73,305.86,0.03,0.41,4.22
DOA96071407,-34.2095,21.68766667,4.23,35.73,305.86,0.03,0.41,4.22
DOA96071409,-34.22833333,21.729,4.23,35.73,305.86,0.03,0.41,4.22
DOA96071411,-34.29233333,21.79683333,11.26,25.4,263.67,0.03,0.34,4.31
DOA96071412,-34.18283333,22.065,4.23,35.73,305.86,0.03,0.41,4.22
DOA96071415,-34.372,21.7275,11.26,25.4,263.67,0.03,0.34,4.31
DOA96071416,-34.372,21.73766667,11.26,25.4,263.67,0.03,0.34,4.31
DOA96071417,-34.36266667,21.7435,11.26,25.4,263.67,0.03,0.34,4.31
DOA96071601,-33.44233333,21.24033333,0.3,39.56,374.41,0.05,0.41,4.09
DOA96071602,-33.44316667,21.23233333,0.3,39.56,374.41,0.05,0.41,4.09
DOA96071605,-33.44866667,21.23333333,0.3,39.56,374.41,0.05,0.41,4.09
HCE96070702,-32.40533333,19.1105,-0.63,37.38,474.61,0.11,0.48,3.89
